trilat,trilong,ssid,qos,transid,firsttime,lasttime,lastupdt,netid,name,type,comment,wep,bcninterval,freenet,dhcp,paynet,userfound,channel,rcois,encryption,country,region,road,city,housenumber,postalcode,location_type
35.96963882,-115.16681671,Helium Mobile,0,20240429-00000,2024-04-29T13:00:00.000Z,2024-04-29T14:00:00.000Z,2024-04-29T15:00:00.000Z,74:97:8E:00:EA:B3,,infra,,2,0,?,?,?,False,6,0,wpa2,US,NV,Saint Rose Parkway,,,89183,Residential
25.94657898,-80.29361725,Helium Mobile,0,20240710-00000,2024-07-10T19:00:00.000Z,2024-07-10T12:00:00.000Z,2024-07-10T14:00:00.000Z,74:97:8E:00:EA:C3,,infra,,2,0,?,?,?,False,11,0,wpa2,US,FL,Northwest 191st Street,,,33055,Residential
28.67220116,-81.49285889,Helium Mobile,0,20240801-00000,2024-08-01T16:00:00.000Z,2024-08-01T10:00:00.000Z,2024-08-01T10:00:00.000Z,74:97:8E:00:EA:E3,,infra,,2,0,?,?,?,False,1,0,wpa2,US,FL,Sheeler Avenue,,553,32703,Residential
38.85345459,-77.46492767,Helium Mobile,0,20240720-00000,2024-07-20T17:00:00.000Z,2024-07-20T13:00:00.000Z,2024-07-20T22:00:00.000Z,74:97:8E:00:EB:52,,infra,,2,0,?,?,?,False,100,0,wpa2,US,VA,Lampec Street,,14927,20120,Residential
38.85345078,-77.46492004,Helium Mobile,0,20240720-00000,2024-07-20T17:00:00.000Z,2024-07-20T13:00:00.000Z,2024-07-20T22:00:00.000Z,74:97:8E:00:EB:53,,infra,,2,0,?,?,?,False,3,0,wpa2,US,VA,Lampec Street,,14927,20120,Residential
40.24488449,-111.6760025,Helium Mobile,2,20240427-00000,2024-04-27T14:00:00.000Z,2024-04-29T20:00:00.000Z,2024-04-29T20:00:00.000Z,74:97:8E:00:EC:3A,,infra,,2,0,?,?,?,False,52,0,wpa2,US,UT,West 820 North,Provo,,84601,Residential
40.24489975,-111.67570496,Helium Mobile,2,20240427-00000,2024-04-27T14:00:00.000Z,2024-04-29T20:00:00.000Z,2024-04-29T20:00:00.000Z,74:97:8E:00:EC:3B,,infra,,2,0,?,?,?,False,11,0,wpa2,US,UT,West 820 North,Provo,,84601,Residential
40.68520737,-73.95353699,Helium Mobile,2,20240324-00000,2024-03-24T18:00:00.000Z,2024-04-06T18:00:00.000Z,2024-04-07T00:00:00.000Z,74:97:8E:00:EC:42,,infra,,2,0,?,?,?,False,116,0,wpa2,US,NY,Bedford Avenue,City of New York,1121,11216,Business
40.68524933,-73.95355225,Helium Mobile,2,20240406-00000,2024-04-06T22:00:00.000Z,2024-04-28T09:00:00.000Z,2024-04-28T09:00:00.000Z,74:97:8E:00:EC:43,,infra,,2,0,?,?,?,False,6,0,wpa2,US,NY,Bedford Avenue,City of New York,1121,11216,Business
25.78746796,-80.36535645,Helium Mobile,0,20240603-00000,2024-06-04T01:00:00.000Z,2024-06-04T15:00:00.000Z,2024-06-04T16:00:00.000Z,74:97:8E:00:EC:4A,,infra,,2,0,?,?,?,False,36,0,wpa2,US,FL,Northwest 107th Avenue,,1455,33172,Business
25.78730202,-80.36520386,Helium Mobile,0,20240604-00000,2024-06-04T12:00:00.000Z,2024-06-04T15:00:00.000Z,2024-06-04T16:00:00.000Z,74:97:8E:00:EC:4B,,infra,,2,0,?,?,?,False,1,0,wpa2,US,FL,Northwest 107th Avenue,,1455,33172,Business
30.26960754,-97.75282288,Helium Mobile,0,20240410-00000,2024-04-10T18:00:00.000Z,2024-04-10T13:00:00.000Z,2024-04-10T23:00:00.000Z,74:97:8E:00:EC:AA,,infra,,2,0,?,?,?,False,116,0,wpa2,US,TX,West 5th Street,Austin,817,78703,Business
25.78673363,-80.38115692,Helium Mobile,0,20240603-00000,2024-06-04T02:00:00.000Z,2024-06-04T15:00:00.000Z,2024-06-04T16:00:00.000Z,74:97:8E:00:EC:B2,,infra,,2,0,?,?,?,False,132,0,wpa2,US,FL,Northwest 12th Street,,11401,33172,Business
25.78667259,-80.38115692,Helium Mobile,0,20240603-00000,2024-06-04T02:00:00.000Z,2024-06-04T15:00:00.000Z,2024-06-04T16:00:00.000Z,74:97:8E:00:EC:B3,,infra,,2,0,?,?,?,False,1,0,wpa2,US,FL,Northwest 12th Street,,11401,33172,Business
28.19294357,-82.29625702,Helium Mobile,0,20240113-00000,2024-01-13T23:00:00.000Z,2024-01-13T15:00:00.000Z,2024-01-13T16:00:00.000Z,74:97:8E:00:ED:3B,,infra,,2,0,?,?,?,False,1,,wpa2,US,FL,Kenchester Loop,,,33543,Residential
40.75760269,-73.86571503,Helium Mobile,0,20240117-00000,2024-01-17T15:00:00.000Z,2024-01-17T11:00:00.000Z,2024-01-17T13:00:00.000Z,74:97:8E:00:ED:AA,,infra,,2,0,?,?,?,False,116,,wpa2,US,NY,Northern Boulevard,City of New York,102-20,11368,Residential
40.75759888,-73.86581421,Helium Mobile,0,20240117-00000,2024-01-17T15:00:00.000Z,2024-01-17T11:00:00.000Z,2024-01-17T13:00:00.000Z,74:97:8E:00:ED:AB,,infra,,2,0,?,?,?,False,1,,wpa2,US,NY,Northern Boulevard,City of New York,102-20,11369,Business
33.77719498,-118.15517426,Helium Mobile,6,20240121-00000,2024-01-21T22:00:00.000Z,2024-08-08T20:00:00.000Z,2024-08-08T22:00:00.000Z,74:97:8E:00:ED:CA,,infra,,2,0,?,?,?,False,149,0,wpa2,US,CA,East 8th Street,Long Beach,,90804,Residential
33.77680969,-118.15561676,Helium Mobile,6,20240205-00000,2024-02-05T17:00:00.000Z,2024-08-08T20:00:00.000Z,2024-08-08T22:00:00.000Z,74:97:8E:00:ED:CB,,infra,,2,0,?,?,?,False,6,0,wpa2,US,CA,Freeman Avenue,Long Beach,,90804,Residential
36.30387497,-115.30628204,Helium Mobile,0,20240610-00000,2024-06-10T14:00:00.000Z,2024-06-10T15:00:00.000Z,2024-06-10T15:00:00.000Z,74:97:8E:00:ED:F2,,infra,,2,0,?,?,?,False,52,0,wpa2,US,NV,Impala Avenue,Las Vegas,,89149,Residential
36.3038559,-115.30671692,Helium Mobile,1,20240610-00000,2024-06-08T23:00:00.000Z,2024-06-10T15:00:00.000Z,2024-06-10T15:00:00.000Z,74:97:8E:00:ED:F3,,infra,,2,0,?,?,?,False,1,0,wpa2,US,NV,Ellendale Street,Las Vegas,,89149,Residential
39.81453705,-105.15235138,Helium Mobile,0,20240313-00000,2024-03-13T18:00:00.000Z,2024-03-13T12:00:00.000Z,2024-03-13T12:00:00.000Z,74:97:8E:00:EE:0A,,infra,,2,0,?,?,?,False,52,0,wpa2,US,CO,Deframe Street,,,80004,Residential
39.81477356,-105.15235901,Helium Mobile,0,20240313-00000,2024-03-13T18:00:00.000Z,2024-03-13T12:00:00.000Z,2024-03-13T12:00:00.000Z,74:97:8E:00:EE:0B,,infra,,2,0,?,?,?,False,11,0,wpa2,US,CO,Deframe Street,,,80004,Residential
25.79569626,-80.19268799,Helium Mobile,0,20240609-00000,2024-06-06T16:00:00.000Z,2024-06-09T19:00:00.000Z,2024-06-09T23:00:00.000Z,74:97:8E:00:EE:7A,,infra,,2,0,?,?,?,False,132,0,wpa2,US,FL,Northeast 20th Street,Miami,120,33132,Residential
39.83942795,-76.70671082,Helium Mobile,0,20240713-00000,2024-07-13T16:00:00.000Z,2024-07-13T10:00:00.000Z,2024-07-13T10:00:00.000Z,74:97:8E:00:EE:9B,,infra,,2,0,?,?,?,False,11,0,wpa2,US,PA,Susquehanna Trail South,Springfield Township,9246,17327,Residential
39.74837875,-104.93286896,Helium Mobile,0,20240306-00000,2024-03-07T01:00:00.000Z,2024-03-06T22:00:00.000Z,2024-03-06T22:00:00.000Z,74:97:8E:00:EE:BA,,infra,,2,0,?,?,?,False,116,0,wpa2,US,CO,Dexter Street,Denver,,80207,Residential
34.12160873,-117.65200043,Helium Mobile,0,20240630-00000,2024-06-29T22:00:00.000Z,2024-06-30T12:00:00.000Z,2024-06-30T12:00:00.000Z,74:97:8E:00:EE:CA,,infra,,2,0,?,?,?,False,132,0,wpa2,US,CA,16th Street,,,91784,Residential
34.12155914,-117.65142822,Helium Mobile,0,20240318-00000,2024-03-18T23:00:00.000Z,2024-03-18T17:00:00.000Z,2024-03-18T17:00:00.000Z,74:97:8E:00:EE:CB,,infra,,2,0,?,?,?,False,9,0,wpa2,US,CA,16th Street,,100,91784,Residential
25.79500389,-80.19486237,Helium Mobile,0,20240403-00000,2024-04-03T12:00:00.000Z,2024-04-03T11:00:00.000Z,2024-04-03T12:00:00.000Z,74:97:8E:00:EE:DB,,infra,,2,0,?,?,?,False,11,0,wpa2,US,FL,North Miami Avenue,Miami,1984,33136,Residential
25.76317596,-80.19365692,Helium Mobile,4,20240220-00000,2024-02-20T14:00:00.000Z,2024-08-01T12:00:00.000Z,2024-08-01T12:00:00.000Z,74:97:8E:00:EF:2A,,infra,,2,0,?,?,?,False,100,0,wpa2,US,FL,Southwest 11th Street,Miami,20,33130,Residential
25.76317787,-80.1937561,Helium Mobile,3,20240220-00000,2024-02-20T14:00:00.000Z,2024-08-01T12:00:00.000Z,2024-08-01T12:00:00.000Z,74:97:8E:00:EF:2B,,infra,,2,0,?,?,?,False,1,0,wpa2,US,FL,Southwest 11th Street,Miami,28,33130,Residential
40.55176163,-74.13381958,Helium Mobile,0,20240403-00000,2024-04-03T12:00:00.000Z,2024-04-03T05:00:00.000Z,2024-04-03T06:00:00.000Z,74:97:8E:00:EF:C3,,infra,,2,0,?,?,?,False,11,0,wpa2,US,NY,Hylan Boulevard,City of New York,,10308,Residential
40.37516403,-74.58492279,Helium Mobile,3,20240601-00000,2024-04-07T22:00:00.000Z,2024-07-31T17:00:00.000Z,2024-07-31T18:00:00.000Z,74:97:8E:00:F0:1B,,infra,,2,0,?,?,?,False,11,0,wpa2,US,NJ,Brunswick Pike,,,08552-2115,Residential
32.95071411,-117.10749817,Helium Mobile,0,20240505-00000,2024-05-05T20:00:00.000Z,2024-05-05T15:00:00.000Z,2024-05-05T16:00:00.000Z,74:97:8E:00:F0:52,,infra,,2,0,?,?,?,False,116,0,wpa2,US,CA,Rancho Peñasquitos Boulevard,San Diego,,92129-2935,Residential
32.95044327,-117.10739899,Helium Mobile,1,20240318-00000,2024-03-16T17:00:00.000Z,2024-06-04T21:00:00.000Z,2024-06-04T21:00:00.000Z,74:97:8E:00:F0:53,,infra,,2,0,?,?,?,False,1,0,wpa2,US,CA,Rancho Peñasquitos Boulevard,San Diego,,92129-2935,Business
32.87800217,-117.18481445,Helium Mobile,2,20240410-00000,2024-04-10T20:00:00.000Z,2024-06-23T13:00:00.000Z,2024-06-23T13:00:00.000Z,74:97:8E:00:F0:92,,infra,,2,0,?,?,?,False,149,0,wpa2,US,CA,Autoport Mall,San Diego,5776,92121,Business
32.87772369,-117.18538666,Helium Mobile,4,20240111-00000,2024-01-12T01:00:00.000Z,2024-06-23T13:00:00.000Z,2024-06-23T13:00:00.000Z,74:97:8E:00:F0:93,,infra,,2,0,?,?,?,False,1,0,wpa2,US,CA,Autoport Mall,San Diego,5776,92121,Residential
45.59403992,-122.37702179,Helium Mobile,0,20240419-00000,2024-04-12T20:00:00.000Z,2024-04-19T13:00:00.000Z,2024-04-19T14:00:00.000Z,74:97:8E:00:F1:12,,infra,,2,0,?,?,?,False,116,0,wpa2,US,WA,West W Street,,,98671,Residential
40.77680588,-73.98389435,Helium Mobile,6,20240122-00000,2024-01-22T21:00:00.000Z,2024-03-21T11:00:00.000Z,2024-03-21T12:00:00.000Z,74:97:8E:00:F1:1A,,infra,,2,0,?,?,?,False,149,0,wpa2,US,NY,West 69th Street,City of New York,,10023,Business
40.04937744,-75.22013092,Helium Mobile,0,20240714-00000,2024-07-14T21:00:00.000Z,2024-07-14T17:00:00.000Z,2024-07-14T18:00:00.000Z,74:97:8E:00:F1:7B,,infra,,2,0,?,?,?,False,1,0,wpa2,US,PA,Henry Avenue,Philadelphia,7095,19129,Business
39.55803299,-104.93942261,Helium Mobile,0,20240305-00000,2024-03-05T21:00:00.000Z,2024-03-05T13:00:00.000Z,2024-03-05T15:00:00.000Z,74:97:8E:00:F1:8B,,infra,,2,0,?,?,?,False,1,0,wpa2,US,CO,Siskin Avenue,,,80126,Residential
40.6947937,-73.90866852,Helium Mobile,0,20240229-00000,2024-02-29T08:00:00.000Z,2024-02-29T02:00:00.000Z,2024-02-29T12:00:00.000Z,74:97:8E:00:F1:E2,,infra,,2,0,?,?,?,False,116,0,wpa2,US,NY,Hancock Street,City of New York,1359,11237,Residential
40.6947403,-73.90865326,Helium Mobile,0,20240229-00000,2024-02-29T08:00:00.000Z,2024-02-29T02:00:00.000Z,2024-02-29T11:00:00.000Z,74:97:8E:00:F1:E3,,infra,,Y,0,?,?,?,False,1,0,wep,US,NY,Hancock Street,City of New York,1358,11237,Residential
37.61840057,-122.07211304,Helium Mobile,0,20240724-00000,2024-07-24T10:00:00.000Z,2024-07-24T06:00:00.000Z,2024-07-25T01:00:00.000Z,74:97:8E:00:F1:EA,,infra,,2,0,?,?,?,False,100,0,wpa2,US,CA,Pacheco Way,Hayward,1820,94544,Residential
37.6186676,-122.07305145,Helium Mobile,0,20240724-00000,2024-07-24T10:00:00.000Z,2024-07-24T06:00:00.000Z,2024-07-25T01:00:00.000Z,74:97:8E:00:F1:EB,,infra,,2,0,?,?,?,False,11,0,wpa2,US,CA,Pacheco Way,Hayward,,94544,Residential
40.71918869,-73.98499298,Helium Mobile,3,20240219-00000,2024-02-19T17:00:00.000Z,2024-03-26T12:00:00.000Z,2024-03-26T12:00:00.000Z,74:97:8E:00:F2:02,,infra,,2,0,?,?,?,False,149,0,wpa2,US,NY,Clinton Street,City of New York,72,10002,Business
39.78841019,-118.75499725,Helium Mobile,0,20240326-00000,2024-03-26T16:00:00.000Z,2024-03-26T12:00:00.000Z,2024-03-26T12:00:00.000Z,74:97:8E:00:F2:03,,infra,,2,0,?,?,?,False,6,0,wpa2,US,NV,,,,,Business
33.08493805,-96.71266937,Helium Mobile,2,20240606-00000,2024-06-06T17:00:00.000Z,2024-07-27T19:00:00.000Z,2024-07-27T23:00:00.000Z,74:97:8E:00:F2:42,,infra,,2,0,?,?,?,False,100,0,wpa2,US,TX,Hedgcoxe Road,Allen,,75025,Residential
33.08465576,-96.71252441,Helium Mobile,5,20240113-00000,2024-01-13T22:00:00.000Z,2024-07-27T19:00:00.000Z,2024-07-27T23:00:00.000Z,74:97:8E:00:F2:43,,infra,,2,0,?,?,?,False,11,0,wpa2,US,TX,Hedgcoxe Road,Plano,,75025,Business
25.90013885,-80.15151215,Helium Mobile,0,20240213-00000,2024-02-14T00:00:00.000Z,2024-02-13T21:00:00.000Z,2024-02-13T21:00:00.000Z,74:97:8E:00:F2:7B,,infra,,2,0,?,?,?,False,11,0,wpa2,US,FL,Northeast 135th Street,,2370,33181,Residential
27.96649361,-82.49343872,Helium Mobile,1,20240317-00000,2024-03-17T14:00:00.000Z,2024-04-07T13:00:00.000Z,2024-04-08T01:00:00.000Z,74:97:8E:00:F2:8A,,infra,,2,0,?,?,?,False,116,0,wpa2,US,FL,West Columbus Drive,Tampa,,33607,Business
27.9665451,-82.49344635,Helium Mobile,4,20240113-00000,2024-01-13T17:00:00.000Z,2024-04-07T13:00:00.000Z,2024-04-08T01:00:00.000Z,74:97:8E:00:F2:8B,,infra,,2,0,?,?,?,False,1,0,wpa2,US,FL,West Columbus Drive,Tampa,,33607,Business
25.90022659,-80.15119171,Helium Mobile,2,20240213-00000,2024-02-14T00:00:00.000Z,2024-04-17T11:00:00.000Z,2024-04-17T11:00:00.000Z,74:97:8E:00:F2:AB,,infra,,2,0,?,?,?,False,11,0,wpa2,US,FL,Northeast 135th Street,,2425,33181,Residential
42.96586609,-85.67208099,Helium Mobile,2,20240324-00000,2024-03-24T01:00:00.000Z,2024-04-16T11:00:00.000Z,2024-04-16T11:00:00.000Z,74:97:8E:00:F2:EA,,infra,,2,0,?,?,?,False,132,0,wpa2,US,MI,Monroe Avenue Northwest,Grand Rapids,,49505,Business
42.96492386,-85.67211151,Helium Mobile,0,20240417-00000,2024-04-16T01:00:00.000Z,2024-04-17T12:00:00.000Z,2024-04-17T13:00:00.000Z,74:97:8E:00:F2:EB,,infra,,2,0,?,?,?,False,6,0,wpa2,US,MI,Louis Street Northwest,Grand Rapids,,49503,Residential
38.64337921,-77.29311371,Helium Mobile,0,20240704-00000,2024-07-04T14:00:00.000Z,2024-07-04T07:00:00.000Z,2024-07-04T07:00:00.000Z,74:97:8E:00:F3:0A,,infra,,2,0,?,?,?,False,132,0,wpa2,US,VA,Potomac Mills Circle,,,22192,Business
42.65616226,-73.7346344,Helium Mobile,0,20240719-00000,2024-07-20T01:00:00.000Z,2024-07-19T22:00:00.000Z,2024-07-20T04:00:00.000Z,74:97:8E:00:F3:3A,,infra,,2,0,?,?,?,False,100,0,wpa2,US,NY,Broadway,,1551,12144,Residential
42.65624619,-73.73474121,Helium Mobile,1,20240719-00000,2024-07-20T01:00:00.000Z,2024-07-19T22:00:00.000Z,2024-07-20T04:00:00.000Z,74:97:8E:00:F3:3B,,infra,,2,0,?,?,?,False,1,0,wpa2,US,NY,Broadway,,1551,12144,Residential
33.6824646,-117.88239288,Helium Mobile,6,20240305-00000,2024-02-16T00:00:00.000Z,2024-08-10T02:00:00.000Z,2024-08-10T02:00:00.000Z,74:97:8E:00:F3:43,,infra,,2,0,?,?,?,False,1,0,wpa2,US,CA,Brookview Way,Costa Mesa,623,92626,Residential
38.86299133,-77.06048584,Helium Mobile,6,20240314-00000,2024-03-12T14:00:00.000Z,2024-07-01T01:00:00.000Z,2024-07-01T02:00:00.000Z,74:97:8E:00:F3:A2,,infra,,2,0,?,?,?,False,116,0,wpa2,US,VA,South Hayes Street,Arlington,,22202,Business
38.86315155,-77.06061554,Helium Mobile,2,20240314-00000,2024-03-12T14:00:00.000Z,2024-07-01T01:00:00.000Z,2024-07-01T02:00:00.000Z,74:97:8E:00:F3:A3,,infra,,2,0,?,?,?,False,1,0,wpa2,US,VA,South Hayes Street,Arlington,,22202,Business
41.61336517,-87.65715027,Helium Mobile,0,20240720-00000,2024-07-20T14:00:00.000Z,2024-07-20T09:00:00.000Z,2024-07-20T13:00:00.000Z,74:97:8E:00:F3:BA,,infra,,2,0,?,?,?,False,149,0,wpa2,US,IL,Marshfield Avenue,,,60426,Residential
41.61332321,-87.6574707,Helium Mobile,0,20240720-00000,2024-07-20T14:00:00.000Z,2024-07-20T09:00:00.000Z,2024-07-20T13:00:00.000Z,74:97:8E:00:F3:BB,,infra,,2,0,?,?,?,False,11,0,wpa2,US,IL,West 152nd Street,,,60426,Residential
40.69389343,-73.90536499,Helium Mobile,0,20240229-00000,2024-02-29T08:00:00.000Z,2024-02-29T02:00:00.000Z,2024-02-29T12:00:00.000Z,74:97:8E:00:F4:B2,,infra,,2,0,?,?,?,False,132,0,wpa2,US,NY,Irving Avenue,City of New York,1019,11385,Residential
40.69389343,-73.90550995,Helium Mobile,0,20240229-00000,2024-02-29T08:00:00.000Z,2024-02-29T01:00:00.000Z,2024-02-29T11:00:00.000Z,74:97:8E:00:F4:B3,,infra,,Y,0,?,?,?,False,11,0,wep,US,NY,Irving Avenue,City of New York,1019,11385,Residential
25.95956421,-80.21024323,Helium Mobile,0,20240227-00000,2024-02-28T01:00:00.000Z,2024-02-27T22:00:00.000Z,2024-02-28T13:00:00.000Z,74:97:8E:00:F4:BB,,infra,,2,0,?,?,?,False,11,0,wpa2,US,FL,Snake Creek Trail,,,33169,Residential
25.76516724,-80.19326782,Helium Mobile,0,20240608-00000,2024-06-08T16:00:00.000Z,2024-06-08T21:00:00.000Z,2024-06-08T21:00:00.000Z,74:97:8E:00:F4:C2,,infra,,2,0,?,?,?,False,132,0,wpa2,US,FL,South Miami Avenue,Miami,,33131,Residential
25.78779984,-80.13170624,Helium Mobile,2,20240506-00000,2024-05-07T01:00:00.000Z,2024-08-06T18:00:00.000Z,2024-08-06T20:00:00.000Z,74:97:8E:00:F4:D2,,infra,,2,0,?,?,?,False,100,0,wpa2,US,FL,Washington Avenue,Miami Beach,1509,33139,Residential
25.85388756,-80.31601715,Helium Mobile,0,20240420-00000,2024-04-20T12:00:00.000Z,2024-04-20T11:00:00.000Z,2024-04-20T12:00:00.000Z,74:97:8E:00:F4:DA,,infra,,2,0,?,?,?,False,132,0,wpa2,US,FL,West 35th Place,Hialeah,,33012:33166,Business
25.85396004,-80.31594849,Helium Mobile,0,20240420-00000,2024-04-20T12:00:00.000Z,2024-04-21T07:00:00.000Z,2024-04-21T07:00:00.000Z,74:97:8E:00:F4:DB,,infra,,2,0,?,?,?,False,11,0,wpa2,US,FL,West 35th Place,Hialeah,,33012:33166,Business
40.76817322,-124.19158936,Helium Mobile,3,20240610-00000,2024-05-30T02:00:00.000Z,2024-07-30T20:00:00.000Z,2024-07-30T20:00:00.000Z,74:97:8E:00:F4:FB,,infra,,2,0,?,?,?,False,1,0,wpa2,US,CA,Broadway Street,Eureka,,95564,Business
37.48258972,-105.88807678,Helium Mobile,0,20240307-00000,2024-03-07T01:00:00.000Z,2024-03-07T18:00:00.000Z,2024-03-07T19:00:00.000Z,74:97:8E:00:F5:03,,infra,,2,0,?,?,?,False,11,0,wpa2,US,CO,Carroll Street,,,81101-2322,Residential
25.92401314,-80.21043396,Helium Mobile,2,20240304-00000,2024-02-25T04:00:00.000Z,2024-06-11T10:00:00.000Z,2024-06-11T12:00:00.000Z,74:97:8E:00:F5:13,,infra,,2,0,?,?,?,False,11,0,wpa2,US,FL,I 95,,,33169,Business
36.14914703,-115.33283997,Helium Mobile,0,20240624-00000,2024-06-23T22:00:00.000Z,2024-06-24T09:00:00.000Z,2024-06-24T09:00:00.000Z,74:97:8E:00:F5:22,,infra,,2,0,?,?,?,False,36,0,wpa2,US,NV,Park Centre Drive,,2130,89135,Business
36.14942551,-115.33329773,Helium Mobile,3,20240609-00000,2024-06-10T02:00:00.000Z,2024-07-04T09:00:00.000Z,2024-07-04T09:00:00.000Z,74:97:8E:00:F5:23,,infra,,2,0,?,?,?,False,11,0,wpa2,US,NV,Festival Plaza Drive,,2010,89135,Business
25.78712845,-80.36492157,Helium Mobile,2,20240518-00000,2024-05-18T23:00:00.000Z,2024-06-04T15:00:00.000Z,2024-06-04T16:00:00.000Z,74:97:8E:00:F5:2A,,infra,,2,0,?,?,?,False,52,0,wpa2,US,FL,Northwest 107th Avenue,,1455,33172,Business
25.78727722,-80.36486816,Helium Mobile,2,20240518-00000,2024-05-18T23:00:00.000Z,2024-06-04T05:00:00.000Z,2024-06-04T05:00:00.000Z,74:97:8E:00:F5:2B,,infra,,2,0,?,?,?,False,11,0,wpa2,US,FL,Northwest 107th Avenue,,1455,33172,Business
37.25321579,-121.95235443,Helium Mobile,4,20240323-00000,2024-03-24T03:00:00.000Z,2024-06-17T22:00:00.000Z,2024-06-17T23:00:00.000Z,74:97:8E:00:F6:02,,infra,,2,0,?,?,?,False,100,0,wpa2,US,CA,Los Gatos Boulevard,,14777,95032,Residential
37.25343323,-121.95233154,Helium Mobile,5,20240323-00000,2024-03-24T03:00:00.000Z,2024-06-17T22:00:00.000Z,2024-06-17T23:00:00.000Z,74:97:8E:00:F6:03,,infra,,2,0,?,?,?,False,1,0,wpa2,US,CA,Los Gatos Boulevard,,14777,95032,Residential
40.74785614,-73.77323914,Helium Mobile,5,20240530-00000,2024-05-30T22:00:00.000Z,2024-07-22T09:00:00.000Z,2024-07-23T09:00:00.000Z,74:97:8E:00:F6:0A,,infra,,2,0,?,?,?,False,149,0,wpa2,US,NY,Clearview Expressway,City of New York,,11364:11427,Business
40.74819183,-73.77347565,Helium Mobile,7,20240516-00000,2024-05-16T18:00:00.000Z,2024-07-12T05:00:00.000Z,2024-07-12T06:00:00.000Z,74:97:8E:00:F6:0B,,infra,,2,0,?,?,?,False,11,0,wpa2,US,NY,Clearview Expressway,City of New York,,11364:11427,Business
25.8007431,-80.19878387,Helium Mobile,1,20240321-00000,2024-03-21T18:00:00.000Z,2024-03-22T01:00:00.000Z,2024-03-22T01:00:00.000Z,74:97:8E:00:F6:12,,infra,,2,0,?,?,?,False,100,0,wpa2,US,FL,Northwest 25th Street,Miami,185,33127,Residential
25.80070496,-80.1987915,Helium Mobile,0,20240322-00000,2024-03-21T22:00:00.000Z,2024-03-28T09:00:00.000Z,2024-03-28T10:00:00.000Z,74:97:8E:00:F6:13,,infra,,2,0,?,?,?,False,11,0,wpa2,US,FL,Northwest 25th Street,Miami,180,33127,Residential
25.78664207,-80.36522675,Helium Mobile,2,20240518-00000,2024-05-18T22:00:00.000Z,2024-06-04T15:00:00.000Z,2024-06-04T16:00:00.000Z,74:97:8E:00:F6:52,,infra,,2,0,?,?,?,False,149,0,wpa2,US,FL,Northwest 107th Avenue,,1455,33172,Business
25.7869606,-80.36497498,Helium Mobile,2,20240518-00000,2024-05-18T23:00:00.000Z,2024-06-04T15:00:00.000Z,2024-06-04T16:00:00.000Z,74:97:8E:00:F6:53,,infra,,2,0,?,?,?,False,1,0,wpa2,US,FL,Northwest 107th Avenue,,1455,33172,Business
32.7795105,-96.8004303,Helium Mobile,0,20240618-00000,2024-06-18T23:00:00.000Z,2024-06-18T17:00:00.000Z,2024-06-18T18:00:00.000Z,74:97:8E:00:F6:72,,infra,,2,0,?,?,?,False,149,0,wpa2,US,TX,South Akard Street,Dallas,211,75242,Business
38.45049667,-122.7695694,Helium Mobile,0,20240804-00000,2024-07-30T15:00:00.000Z,2024-08-04T14:00:00.000Z,2024-08-04T22:00:00.000Z,74:97:8E:00:F6:83,,infra,,2,0,?,?,?,False,11,0,wpa2,US,CA,Fulton Road,Santa Rosa,1270,95401,Residential
25.7871685,-80.38101196,Helium Mobile,2,20240603-00000,2024-06-04T02:00:00.000Z,2024-07-21T13:00:00.000Z,2024-07-22T04:00:00.000Z,74:97:8E:00:F6:C2,,infra,,2,0,?,?,?,False,36,0,wpa2,US,FL,Northwest 12th Street,,11401,33172,Business
25.78707886,-80.38085175,Helium Mobile,0,20240603-00000,2024-06-04T02:00:00.000Z,2024-06-04T15:00:00.000Z,2024-06-04T16:00:00.000Z,74:97:8E:00:F6:C3,,infra,,2,0,?,?,?,False,11,0,wpa2,US,FL,Northwest 12th Street,,11401,33172,Business
25.79957581,-80.20008087,Helium Mobile,0,20240419-00000,2024-04-20T00:00:00.000Z,2024-04-19T21:00:00.000Z,2024-04-19T23:00:00.000Z,74:97:8E:00:F7:02,,infra,,2,0,?,?,?,False,149,0,wpa2,US,FL,Northwest 23rd Street,Miami,247,33127,Residential
25.79869843,-80.1999054,Helium Mobile,0,20240419-00000,2024-04-20T00:00:00.000Z,2024-04-19T21:00:00.000Z,2024-04-19T23:00:00.000Z,74:97:8E:00:F7:03,,infra,,2,0,?,?,?,False,6,0,wpa2,US,FL,Northwest 22nd Lane,Miami,251,33127,Residential
38.90025711,-77.03466797,Helium Mobile,0,20240318-00000,2024-03-18T21:00:00.000Z,2024-03-18T18:00:00.000Z,2024-03-18T19:00:00.000Z,74:97:8E:00:F7:1B,,infra,,2,0,?,?,?,False,11,0,wpa2,US,DC,H Street Northwest,Washington,,20006,Residential
25.85393906,-80.31607056,Helium Mobile,0,20240419-00000,2024-04-20T00:00:00.000Z,2024-04-21T07:00:00.000Z,2024-04-21T07:00:00.000Z,74:97:8E:00:F7:2A,,infra,,2,0,?,?,?,False,52,0,wpa2,US,FL,West 35th Place,Hialeah,,33012:33166,Business
25.85400772,-80.31591034,Helium Mobile,1,20240420-00000,2024-04-20T12:00:00.000Z,2024-04-21T07:00:00.000Z,2024-04-21T07:00:00.000Z,74:97:8E:00:F7:2B,,infra,,2,0,?,?,?,False,11,0,wpa2,US,FL,West 35th Place,Hialeah,,33012:33166,Business
